input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.003_601_726.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.65			1	332					+		96.23						rifamycin		
GMGC10.004_234_416.UNKNOWN	GMGC10.95nr_block_0005	vanVB	vanVB is a vanV variant found in the vanB gene cluster. It is found in some but not all vanB operons in E. faecalis suggesting the existence of varied gene compositions in vanB operons.	card	2021-Mar-27	AE016830:2212277-2211932	abricate	abricate 1.0.1	100.0			1	345					+		100.0						glycopeptide		
GMGC10.004_391_541.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	92.9			1	338					+		90.13						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.004_787_205.MDTI	GMGC10.95nr_block_0005	Klebsiella_pneumoniae_KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	card	2021-Mar-27	AP006725.1:2484238-2484568	abricate	abricate 1.0.1	82.12			1	330					+		100.0						aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline		
GMGC10.004_897_723.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.73			1	321					+		93.04						rifamycin		
GMGC10.005_782_841.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	89.58			1	336					+		97.39						rifamycin		
GMGC10.005_874_894.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	82.57			1	327					+		87.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.006_079_969.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.02			1	338					+		97.97						rifamycin		
GMGC10.006_111_259.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.43			1	332					+		96.23						rifamycin		
GMGC10.006_718_572.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.5			1	318					+		92.17						rifamycin		
GMGC10.006_729_765.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	100.0			10	354					+		100.0						rifamycin		
GMGC10.006_884_127.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	89.46			1	332					+		96.23						rifamycin		
GMGC10.006_904_449.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.59			1	318					+		92.17						rifamycin		
GMGC10.006_915_868.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.33			1	318					+		92.17						rifamycin		
GMGC10.006_936_342.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.63			1	332					+		96.23						rifamycin		
GMGC10.006_941_993.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.48			1	332					+		95.94						rifamycin		
GMGC10.006_947_305.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.39			1	318					+		92.17						rifamycin		
GMGC10.006_959_768.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.76			1	318					+		92.17						rifamycin		
GMGC10.006_991_769.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.62			1	321					+		93.04						rifamycin		
GMGC10.007_007_444.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.53			1	329					+		95.36						rifamycin		
GMGC10.007_013_387.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.13			1	318					+		92.17						rifamycin		
GMGC10.007_023_798.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.93			1	321					+		93.04						rifamycin		
GMGC10.007_035_212.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.23			1	332					+		96.23						rifamycin		
GMGC10.007_083_152.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.73			1	321					+		93.04						rifamycin		
GMGC10.007_095_044.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.39			1	318					+		92.17						rifamycin		
GMGC10.007_102_198.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.11			1	321					+		93.04						rifamycin		
GMGC10.007_109_238.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.87			1	321					+		93.04						rifamycin		
GMGC10.007_195_832.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.19			1	318					+		92.17						rifamycin		
GMGC10.007_347_991.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.95			1	338					+		97.97						rifamycin		
GMGC10.007_353_896.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.12			1	339					+		98.26						rifamycin		
GMGC10.007_393_303.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	82.46			1	342					+		91.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.007_414_519.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	88.25			1	332					+		96.23						rifamycin		
GMGC10.007_784_903.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	84.21			1	342					+		91.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.007_903_617.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.13			1	319					+		92.46						rifamycin		
GMGC10.008_060_152.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.35			1	332					+		96.23						rifamycin		
GMGC10.008_141_864.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.33			1	336					+		97.39						rifamycin		
GMGC10.008_148_422.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.18			1	333					+		96.52						rifamycin		
GMGC10.008_149_892.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.88			1	318					+		91.88						rifamycin		
GMGC10.008_168_683.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.01			1	339					+		98.26						rifamycin		
GMGC10.008_174_378.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	81.93			1	332					+		96.23						rifamycin		
GMGC10.008_596_911.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.12			1	319					+		92.17						rifamycin		
GMGC10.008_598_662.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.07			1	319					+		92.46						rifamycin		
GMGC10.008_601_894.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	82.76			1	319					+		92.46						rifamycin		
GMGC10.009_305_435.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.23			1	321					+		93.04						rifamycin		
GMGC10.009_409_123.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	86.67			1	315					+		91.3						rifamycin		
GMGC10.009_414_219.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	83.63			1	342					+		91.2						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.009_552_602.RAMA	GMGC10.95nr_block_0005	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	card	2021-Mar-27	JQ727668:0-375	abricate	abricate 1.0.1	85.21			1	338					+		90.13						carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan		
GMGC10.009_606_043.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.35			1	332					+		96.23						rifamycin		
GMGC10.009_813_400.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	80.72			1	329					+		95.36						rifamycin		
GMGC10.010_086_376.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	86.98			1	315					+		91.3						rifamycin		
GMGC10.010_093_249.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.65			1	332					+		96.23						rifamycin		
GMGC10.011_277_476.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	88.86			1	332					+		96.23						rifamycin		
GMGC10.011_309_292.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	84.26			1	343					+		99.42						rifamycin		
GMGC10.011_587_218.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	88.12			1	345					+		100.0						rifamycin		
GMGC10.011_590_035.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	85.13			1	316					+		91.59						rifamycin		
GMGC10.012_637_884.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	83.73			1	332					+		96.23						rifamycin		
GMGC10.012_863_626.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.01			1	308					+		89.28						rifamycin		
GMGC10.013_210_363.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	98.79			1	330					+		100.0						aminocoumarin;macrolide		
GMGC10.013_926_891.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	90.91			1	330					+		100.0						aminocoumarin;macrolide		
GMGC10.014_090_656.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	93.67			1	332					+		96.23						rifamycin		
GMGC10.014_167_082.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.66			1	308					+		89.28						rifamycin		
GMGC10.014_865_739.MDTI	GMGC10.95nr_block_0005	Klebsiella_pneumoniae_KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	card	2021-Mar-27	AP006725.1:2484238-2484568	abricate	abricate 1.0.1	82.42			1	330					+		100.0						aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline		
GMGC10.015_873_952.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	88.86			1	332					+		96.23						rifamycin		
GMGC10.016_085_036.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	92.42			1	330					+		100.0						aminocoumarin;macrolide		
GMGC10.016_584_546.YKKC	GMGC10.95nr_block_0005	ykkC	ykkC is an SMR-type protein that is a subunit of the ykkCD efflux pump	card	2021-Mar-27	AL009126:1376516-1376855	abricate	abricate 1.0.1	89.68			1	339					+		100.0						aminoglycoside;phenicol;tetracycline		
GMGC10.016_709_541.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	88.55			1	332					+		96.23						rifamycin		
GMGC10.016_893_571.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	85.84			1	332					+		96.23						rifamycin		
GMGC10.016_947_911.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	89.1			1	321					+		93.04						rifamycin		
GMGC10.017_113_889.EMRE	GMGC10.95nr_block_0005	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	card	2021-Mar-27	CP001172.1:1249348-1249018	abricate	abricate 1.0.1	90.91			1	330					+		100.0						aminocoumarin;macrolide		
GMGC10.017_288_111.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	86.98			1	315					+		91.3						rifamycin		
GMGC10.017_291_853.RBPA	GMGC10.95nr_block_0005	RbpA	RNA-polymerase binding protein which confers resistance to rifampin.	card	2021-Mar-27	HQ203032:0-345	abricate	abricate 1.0.1	87.3			1	315					+		91.3						rifamycin		
